User ID,Waifu 1,Waifu 2,Waifu 3
211014567596261386,QT,<@211014567596261386>,<@436693185855750165>,all your base
216798411658231808,Real Girls,<@403782738164842496>
212136799491981312,Anna
163748072562753536,ur mum,somi,👉🏿 🍆 🙈," run "cmd.exe"
209510391888216074,myself,<:han:265080448156172288>,<:zekegasm:394428710180093962> <:maxnutt:411454321964744715> <:dunbanscheme:313160197336203264> <:lol:239313235625508864> <:reyn:243922252322701312> <:feeling:231003203192225792>
